,Employee_ID,Age,Gender,Education_Level,Industry,Job_Role,Years_Experience,AI_Adoption_Level,Automation_Risk,Upskilling_Required,Salary_Before_AI,Salary_After_AI,Job_Status,Work_Hours_Per_Week,Remote_Work,Job_Satisfaction,Productivity_Change_%,Salary_Change,Salary_Change_%,Experience_Level,Impact_Level,Is_Replaced
26,E0027,32,Male,Master,Education,Administrator,8,Low,High,True,42688,45216,Unchanged,54,True,4,2.07,2528,5.922038980509745,Senior,High,False
27,E0028,27,Male,High school,Education,Professor,3,High,Medium,True,110623,141487,Modified,40,True,7,-10.96,30864,27.90016542671958,Mid,Medium,False
28,E0029,24,Other,Phd,It,Devops engineer,0,High,Medium,False,32811,39587,Modified,37,False,9,-19.0,6776,20.65161074030051,Junior,Medium,False
29,E0030,40,Other,Phd,Education,Teacher,15,Medium,High,False,32911,30569,Unchanged,42,True,9,36.43,-2342,-7.116161769621099,Senior,High,False
30,E0031,39,Female,High school,Marketing,Content creator,17,Medium,Low,True,31802,31875,Unchanged,44,True,5,-13.19,73,0.22954531161562164,Senior,Low,False
31,E0032,28,Other,Bachelor,Manufacturing,Quality inspector,3,Low,High,True,46371,47736,Unchanged,50,False,8,-5.49,1365,2.943650126156434,Mid,High,False
32,E0033,33,Female,Phd,Manufacturing,Quality inspector,7,Medium,High,True,59855,65237,Unchanged,37,True,5,0.34,5382,8.991730014200986,Senior,High,False
33,E0034,37,Female,Phd,Healthcare,Nurse,13,Medium,Low,False,34499,40230,Unchanged,54,False,5,26.79,5731,16.61207571233949,Senior,Low,False
34,E0035,29,Female,High school,It,Devops engineer,4,Low,High,False,83351,86765,Unchanged,37,False,3,-19.45,3414,4.095931662487553,Mid,High,False
35,E0036,50,Female,High school,Marketing,Digital marketer,27,Low,Medium,True,76975,76652,Modified,37,False,7,9.14,-323,-0.41961675868788567,Senior,Medium,False
36,E0037,57,Other,Phd,Finance,Auditor,35,Low,Low,True,68467,67480,Unchanged,54,False,9,-0.48,-987,-1.4415703915755034,Senior,Low,False
37,E0038,24,Male,Bachelor,Finance,Accountant,2,Medium,Low,False,100271,107339,Unchanged,53,True,8,-14.38,7068,7.0488974878080395,Junior,Low,False
38,E0039,43,Male,High school,Education,Teacher,17,High,High,False,104290,139250,Modified,36,True,7,17.87,34960,33.52191005849075,Senior,High,False
39,E0040,51,Male,Bachelor,Retail,Cashier,29,Medium,High,False,69790,73122,Unchanged,50,False,5,-8.29,3332,4.774322968906721,Senior,High,False
40,E0041,25,Female,Master,Retail,Sales associate,1,High,Medium,True,103744,144902,Modified,48,True,7,8.2,41158,39.67265576804442,Junior,Medium,False
41,E0042,27,Male,Master,Retail,Cashier,3,Medium,Medium,False,62635,56661,Modified,51,False,8,35.7,-5974,-9.537798355552008,Mid,Medium,False
42,E0043,52,Male,High school,Education,Professor,28,High,Low,False,96235,126241,Unchanged,35,False,5,-2.33,30006,31.179924144022447,Senior,Low,False
43,E0044,39,Female,Master,It,Data analyst,17,High,Low,True,62745,85439,Unchanged,42,False,8,21.76,22694,36.16861901346721,Senior,Low,False
44,E0045,45,Other,Phd,It,Devops engineer,22,Medium,Medium,True,102991,113428,Modified,44,False,4,1.52,10437,10.133895194725753,Senior,Medium,False
45,E0046,47,Male,Bachelor,Manufacturing,Quality inspector,25,High,Medium,False,57751,70352,Modified,50,False,9,22.15,12601,21.819535592457274,Senior,Medium,False
46,E0047,50,Other,Bachelor,Manufacturing,Supervisor,27,High,Medium,False,49190,51741,Modified,47,True,6,-4.63,2551,5.186013417361252,Senior,Medium,False
47,E0048,28,Female,Master,Manufacturing,Machine operator,6,Low,Medium,True,100316,98223,Modified,48,False,8,-15.74,-2093,-2.08640695402528,Mid,Medium,False
48,E0049,33,Female,Phd,Retail,Store manager,9,Low,High,True,85766,81832,Unchanged,53,False,3,14.73,-3934,-4.586899237460066,Senior,High,False
49,E0050,43,Other,Bachelor,Healthcare,Nurse,20,High,Low,True,86661,82341,Unchanged,49,False,8,-17.67,-4320,-4.98494132308651,Senior,Low,False
50,E0051,58,Male,Bachelor,Healthcare,Technician,36,Low,Low,True,110135,117348,Unchanged,39,False,9,-7.05,7213,6.549235029736233,Senior,Low,False
51,E0052,25,Male,Phd,Education,Professor,0,Low,High,False,88335,90958,Unchanged,42,False,6,12.44,2623,2.9693779362653534,Junior,High,False
52,E0053,37,Female,Bachelor,Healthcare,Technician,11,Low,Medium,True,47019,49707,Modified,53,True,6,-17.54,2688,5.716837874050915,Senior,Medium,False
53,E0054,47,Male,Phd,Healthcare,Technician,21,High,High,True,62217,85709,Modified,43,True,6,30.16,23492,37.75816898918302,Senior,High,False
54,E0055,22,Other,Bachelor,Marketing,Digital marketer,0,Medium,Low,False,46896,48429,Unchanged,50,True,3,-5.61,1533,3.268935516888434,Junior,Low,False
55,E0056,22,Female,Master,Manufacturing,Quality inspector,0,Medium,Medium,True,83222,91305,Modified,37,True,6,6.14,8083,9.712576001538055,Junior,Medium,False
56,E0057,47,Male,Phd,Marketing,Content creator,23,Medium,Low,False,43284,40515,Unchanged,39,True,9,0.51,-2769,-6.397283060715275,Senior,Low,False
57,E0058,51,Male,Bachelor,Retail,Store manager,26,High,Low,False,59124,64120,Unchanged,50,False,7,-14.13,4996,8.450037209931669,Senior,Low,False
58,E0059,57,Other,Phd,Education,Teacher,35,High,Medium,False,86573,91794,Modified,44,False,8,3.91,5221,6.030748616774282,Senior,Medium,False
59,E0060,26,Female,High school,Education,Administrator,1,Low,Medium,False,98385,97315,Modified,53,False,4,-19.08,-1070,-1.0875641612034355,Junior,Medium,False
60,E0061,53,Male,High school,Marketing,Seo specialist,31,Low,High,False,71975,75487,Unchanged,50,False,9,-10.22,3512,4.879472038902397,Senior,High,False
61,E0062,23,Male,Bachelor,Marketing,Content creator,1,Medium,High,False,79115,85106,Unchanged,46,False,4,36.41,5991,7.572521013714213,Junior,High,False
62,E0063,56,Male,High school,Marketing,Seo specialist,31,Low,Medium,False,34000,36437,Modified,46,False,5,29.24,2437,7.16764705882353,Senior,Medium,False
63,E0064,22,Male,Master,Education,Administrator,0,Low,High,True,99449,97559,Unchanged,46,False,9,-3.56,-1890,-1.9004715985077778,Junior,High,False
64,E0065,23,Male,Bachelor,Finance,Accountant,0,High,Low,False,57350,48329,Unchanged,44,True,4,-0.86,-9021,-15.72972972972973,Junior,Low,False
65,E0066,55,Female,Master,Finance,Auditor,31,Medium,Medium,False,50358,47107,Modified,47,True,5,21.8,-3251,-6.4557766392628775,Senior,Medium,False
66,E0067,50,Male,High school,Marketing,Seo specialist,25,Low,High,False,63496,67973,Unchanged,44,False,7,-3.08,4477,7.050837848053421,Senior,High,False
67,E0068,30,Other,High school,Manufacturing,Machine operator,6,Medium,High,True,113042,115730,Unchanged,41,False,9,2.32,2688,2.3778772491640274,Mid,High,False
68,E0069,53,Other,High school,Education,Professor,27,Medium,Medium,True,74811,76957,Modified,37,True,3,25.05,2146,2.8685621098501555,Senior,Medium,False
69,E0070,51,Male,Master,Retail,Cashier,29,Medium,Medium,True,44397,46571,Modified,47,True,5,3.38,2174,4.896727256346149,Senior,Medium,False
70,E0071,40,Female,Phd,It,Data analyst,18,High,Low,False,109459,88278,Unchanged,46,True,3,34.32,-21181,-19.350624434719847,Senior,Low,False
71,E0072,28,Male,Bachelor,Finance,Investment analyst,3,Medium,Low,False,112637,124242,Unchanged,49,True,7,8.95,11605,10.303008780418512,Mid,Low,False
72,E0073,26,Female,High school,It,Software engineer,2,Low,Low,False,119112,123049,Unchanged,50,True,3,-7.24,3937,3.3052924978171805,Junior,Low,False
73,E0074,35,Other,Master,Education,Teacher,12,Low,Low,False,39348,41730,Unchanged,45,False,4,12.75,2382,6.053674900884416,Senior,Low,False
74,E0075,33,Other,Phd,Retail,Cashier,11,Medium,Medium,False,53625,61727,Modified,40,True,9,32.01,8102,15.10862470862471,Senior,Medium,False
75,E0076,34,Other,High school,It,Software engineer,11,Low,Low,True,92856,99660,Unchanged,39,False,7,22.37,6804,7.327474799689843,Senior,Low,False
76,E0077,58,Male,Bachelor,Manufacturing,Machine operator,34,High,High,True,58295,59726,Replaced,54,False,3,2.24,1431,2.4547559825027876,Senior,High,True
77,E0078,28,Female,Phd,Manufacturing,Machine operator,6,Medium,High,True,31324,35271,Unchanged,53,True,7,2.58,3947,12.60056186949304,Mid,High,False
78,E0079,48,Female,High school,Marketing,Seo specialist,25,Low,Medium,True,85129,85089,Modified,47,True,7,6.07,-40,-0.04698751306840207,Senior,Medium,False
79,E0080,49,Male,Phd,Education,Professor,26,High,Low,False,60355,52586,Unchanged,43,False,9,-12.95,-7769,-12.87217297655538,Senior,Low,False
80,E0081,22,Male,Bachelor,Marketing,Seo specialist,0,Medium,High,True,110219,131012,Unchanged,51,True,3,2.49,20793,18.865168437383755,Junior,High,False
81,E0082,54,Other,Phd,Marketing,Content creator,28,High,Low,True,97641,78824,Unchanged,49,False,7,38.19,-18817,-19.271617455781893,Senior,Low,False
82,E0083,37,Male,High school,Manufacturing,Machine operator,11,Low,High,True,91642,99694,Unchanged,53,False,6,-4.82,8052,8.78636433076537,Senior,High,False
83,E0084,39,Other,Bachelor,It,Software engineer,17,Low,High,False,82528,87014,Unchanged,37,True,9,7.27,4486,5.43573090345095,Senior,High,False
84,E0085,32,Male,High school,Healthcare,Nurse,7,Medium,High,False,40975,37588,Unchanged,42,False,4,3.67,-3387,-8.2660158633313,Senior,High,False
85,E0086,49,Female,Bachelor,Marketing,Digital marketer,24,Low,High,False,91529,92283,Unchanged,39,True,3,-6.24,754,0.823782626271455,Senior,High,False
86,E0087,57,Male,Phd,Retail,Store manager,33,High,Low,True,77605,63588,Unchanged,54,True,7,-3.21,-14017,-18.06198054249082,Senior,Low,False
87,E0088,49,Male,High school,Retail,Sales associate,23,Medium,Low,False,57532,67501,Unchanged,52,False,5,29.35,9969,17.327748035875686,Senior,Low,False
88,E0089,26,Female,Bachelor,Healthcare,Nurse,4,Low,Medium,True,95545,104135,Modified,47,True,7,31.96,8590,8.99052802344445,Mid,Medium,False
89,E0090,54,Male,Master,It,Data analyst,32,Medium,Low,False,38415,45928,Unchanged,51,False,7,2.6,7513,19.55746453208382,Senior,Low,False
90,E0091,54,Other,Bachelor,Marketing,Content creator,31,Medium,High,True,105880,108468,Unchanged,50,False,9,-3.6,2588,2.4442765394786554,Senior,High,False
91,E0092,27,Other,Phd,It,Software engineer,2,High,Low,False,48384,54219,Unchanged,37,False,7,24.99,5835,12.059771825396826,Junior,Low,False
92,E0093,44,Other,High school,Education,Teacher,18,High,High,True,99172,135554,Modified,51,True,7,30.98,36382,36.68575807687654,Senior,High,False
93,E0094,35,Female,Phd,Retail,Sales associate,13,Medium,High,False,68765,67075,Unchanged,38,True,8,-3.52,-1690,-2.4576456045953607,Senior,High,False
94,E0095,22,Other,Bachelor,Education,Administrator,0,Low,Medium,True,75543,78770,Modified,42,False,9,1.49,3227,4.271739274320586,Junior,Medium,False
95,E0096,47,Female,Phd,Marketing,Digital marketer,24,Low,Medium,True,88017,89903,Modified,52,False,6,29.88,1886,2.142767874387902,Senior,Medium,False
96,E0097,22,Male,Phd,Finance,Accountant,0,Medium,Medium,False,54285,61751,Modified,49,True,9,15.4,7466,13.75333885972184,Junior,Medium,False
97,E0098,36,Male,High school,Healthcare,Doctor,10,High,Low,False,69764,82573,Unchanged,41,False,8,28.3,12809,18.3604724499742,Senior,Low,False
98,E0099,55,Female,Master,Retail,Store manager,32,Low,Low,False,85393,89278,Unchanged,53,True,9,13.29,3885,4.549553242069022,Senior,Low,False
99,E0100,55,Male,High school,Education,Teacher,30,High,Low,True,83413,89297,Unchanged,44,False,5,34.63,5884,7.054056322156018,Senior,Low,False
100,E0101,38,Female,Master,Retail,Store manager,12,High,Medium,False,69811,75089,Modified,51,False,6,30.53,5278,7.560413115411611,Senior,Medium,False
101,E0102,41,Other,Master,Healthcare,Nurse,15,High,High,False,103477,113366,Modified,45,True,5,-0.27,9889,9.556713085999787,Senior,High,False
102,E0103,32,Other,Bachelor,Manufacturing,Supervisor,8,Medium,High,True,36254,34030,Unchanged,45,True,8,-12.32,-2224,-6.134495503944392,Senior,High,False
103,E0104,37,Male,High school,Manufacturing,Machine operator,12,Low,Medium,False,71240,77261,Modified,52,True,7,8.44,6021,8.451712521055587,Senior,Medium,False
104,E0105,40,Male,Master,Retail,Cashier,14,Low,Medium,False,117044,117250,Modified,40,False,3,0.86,206,0.1760021872116469,Senior,Medium,False
105,E0106,26,Other,Master,Finance,Accountant,4,High,High,True,46907,43332,Replaced,48,False,4,1.86,-3575,-7.621463747415098,Mid,High,True
106,E0107,48,Male,Phd,Retail,Cashier,26,Low,Low,False,53321,57048,Unchanged,49,True,8,17.67,3727,6.989741377693591,Senior,Low,False
107,E0108,38,Female,Phd,Retail,Cashier,15,Medium,Low,False,94291,107667,Unchanged,54,False,9,24.9,13376,14.185871398118591,Senior,Low,False
108,E0109,43,Female,High school,Marketing,Digital marketer,20,Medium,High,True,58699,59325,Unchanged,47,False,4,7.75,626,1.0664576909317025,Senior,High,False
109,E0110,35,Male,Bachelor,Manufacturing,Machine operator,11,Medium,Medium,False,35126,38854,Modified,45,True,9,30.67,3728,10.613220975915276,Senior,Medium,False
110,E0111,39,Male,Bachelor,Marketing,Digital marketer,16,High,Medium,False,118869,133082,Modified,39,False,6,-5.45,14213,11.95686007285331,Senior,Medium,False
111,E0112,31,Male,Phd,Manufacturing,Supervisor,9,Low,Low,False,80448,78977,Unchanged,46,False,3,-0.35,-1471,-1.8285103420843278,Senior,Low,False
112,E0113,38,Other,Bachelor,It,Software engineer,12,Low,Medium,False,36168,38043,Modified,47,False,4,27.35,1875,5.184140676841407,Senior,Medium,False
113,E0114,57,Other,High school,Education,Professor,34,Low,Medium,False,42910,45562,Modified,53,False,4,5.9,2652,6.180377534374272,Senior,Medium,False
114,E0115,58,Male,Master,It,Software engineer,33,Low,Medium,True,84553,88030,Modified,47,True,8,-5.34,3477,4.112213641148156,Senior,Medium,False
115,E0116,58,Other,Master,It,Software engineer,36,Medium,Medium,True,88656,79990,Modified,40,True,9,-6.48,-8666,-9.7748601335499,Senior,Medium,False
116,E0117,25,Male,High school,Education,Administrator,1,Medium,High,False,106125,101032,Unchanged,37,False,5,33.81,-5093,-4.799057714958775,Junior,High,False
117,E0118,52,Other,Master,It,Software engineer,26,High,High,False,106323,148677,Replaced,54,False,6,33.8,42354,39.83521909652662,Senior,High,True
118,E0119,32,Male,High school,Marketing,Content creator,7,High,Medium,True,117886,152101,Modified,40,True,5,-4.53,34215,29.023802656804033,Senior,Medium,False
119,E0120,23,Male,Phd,Finance,Investment analyst,0,High,Medium,True,109239,118630,Modified,39,False,8,30.31,9391,8.59674658318,Junior,Medium,False
120,E0121,47,Other,Master,Finance,Accountant,22,Low,Medium,True,88067,90369,Modified,49,True,3,-5.46,2302,2.613918948073626,Senior,Medium,False
121,E0122,47,Female,Master,Healthcare,Nurse,21,High,Low,True,31917,28489,Unchanged,45,False,5,8.87,-3428,-10.740357803051666,Senior,Low,False
122,E0123,54,Other,Phd,Manufacturing,Quality inspector,31,High,Low,False,89383,78715,Unchanged,46,False,4,-16.2,-10668,-11.93515545461665,Senior,Low,False
123,E0124,34,Female,High school,Marketing,Digital marketer,11,Low,Medium,True,64387,63626,Modified,51,True,3,20.89,-761,-1.1819156040815693,Senior,Medium,False
124,E0125,32,Other,High school,Finance,Investment analyst,8,Low,Medium,True,72078,78523,Modified,46,False,4,29.84,6445,8.941702045006798,Senior,Medium,False
125,E0126,35,Male,Phd,Finance,Auditor,9,Low,Medium,True,38567,42371,Modified,37,True,5,-7.7,3804,9.863354681463427,Senior,Medium,False
126,E0127,22,Male,Bachelor,Manufacturing,Supervisor,0,Low,Medium,True,35951,38367,Modified,39,False,8,29.68,2416,6.72025812912019,Junior,Medium,False
127,E0128,51,Female,High school,Finance,Investment analyst,27,Low,Low,True,116740,114167,Unchanged,48,False,4,-5.86,-2573,-2.204043172862772,Senior,Low,False
128,E0129,25,Male,Phd,It,Data analyst,3,High,Medium,False,44060,50800,Modified,42,False,9,20.98,6740,15.297321833862915,Mid,Medium,False
129,E0130,35,Female,High school,Finance,Accountant,11,High,Low,False,103340,101358,Unchanged,49,False,3,24.86,-1982,-1.9179407780143216,Senior,Low,False
130,E0131,46,Female,Phd,Finance,Investment analyst,24,Low,Medium,True,64016,64574,Modified,42,True,5,11.91,558,0.8716570857285678,Senior,Medium,False
131,E0132,27,Male,Bachelor,Retail,Cashier,3,Low,High,True,113122,113148,Unchanged,49,False,9,-11.64,26,0.022984034935733103,Mid,High,False
132,E0133,50,Male,Bachelor,Finance,Investment analyst,28,Medium,Medium,True,89379,100322,Modified,40,False,3,14.39,10943,12.243368128978844,Senior,Medium,False
133,E0134,54,Female,Master,Manufacturing,Quality inspector,28,Low,Low,True,94484,100794,Unchanged,38,True,8,-11.41,6310,6.678379408153762,Senior,Low,False
134,E0135,23,Male,Bachelor,Education,Teacher,0,Low,Low,True,73872,71318,Unchanged,49,False,6,12.19,-2554,-3.4573316006064543,Junior,Low,False
135,E0136,45,Male,Phd,Finance,Accountant,20,Medium,Medium,True,70631,74211,Modified,49,False,6,12.39,3580,5.068595942291628,Senior,Medium,False
136,E0137,33,Other,High school,Retail,Cashier,7,Medium,High,True,50609,45733,Unchanged,38,True,6,15.91,-4876,-9.634649963445236,Senior,High,False
137,E0138,47,Male,Bachelor,Manufacturing,Machine operator,23,High,Medium,False,101315,92091,Modified,40,True,8,34.51,-9224,-9.104278734639491,Senior,Medium,False
138,E0139,29,Other,Master,Manufacturing,Machine operator,6,High,High,True,106077,124000,Replaced,42,True,8,34.71,17923,16.896216899045033,Mid,High,True
139,E0140,39,Other,Bachelor,It,Devops engineer,17,Medium,High,True,45328,41041,Unchanged,46,True,6,32.33,-4287,-9.45773032121426,Senior,High,False
140,E0141,57,Male,Phd,It,Software engineer,32,High,Medium,False,94644,128100,Modified,44,False,3,22.43,33456,35.349308989476356,Senior,Medium,False
141,E0142,49,Male,High school,Healthcare,Doctor,26,High,Low,True,85176,89816,Unchanged,42,False,3,24.19,4640,5.447543909082371,Senior,Low,False
142,E0143,43,Male,Phd,Manufacturing,Machine operator,19,High,Low,True,43718,38195,Unchanged,48,True,6,-5.85,-5523,-12.63324031291459,Senior,Low,False
143,E0144,44,Male,Bachelor,Finance,Investment analyst,22,High,High,True,83173,92430,Replaced,49,True,3,15.48,9257,11.129813761677468,Senior,High,True
144,E0145,30,Female,Bachelor,Manufacturing,Quality inspector,7,High,Low,True,69224,55571,Unchanged,54,True,3,0.01,-13653,-19.72292846411649,Senior,Low,False
145,E0146,47,Female,Bachelor,It,Data analyst,23,High,Low,True,103509,104317,Unchanged,36,False,5,0.82,808,0.7806084495068062,Senior,Low,False
146,E0147,38,Other,High school,Education,Administrator,14,Medium,Low,False,71914,74483,Unchanged,41,False,6,-11.55,2569,3.572322496315043,Senior,Low,False
147,E0148,27,Female,High school,Marketing,Content creator,1,Medium,Medium,True,117895,117121,Modified,45,False,8,26.83,-774,-0.6565163917044827,Junior,Medium,False
148,E0149,47,Male,Phd,Marketing,Seo specialist,22,Medium,Medium,True,46241,50821,Modified,54,True,3,-9.32,4580,9.904630090179712,Senior,Medium,False
149,E0150,41,Male,High school,Healthcare,Doctor,16,Low,Low,True,51566,56698,Unchanged,35,True,7,10.13,5132,9.952294147306365,Senior,Low,False
150,E0151,51,Other,Bachelor,Manufacturing,Machine operator,27,Low,High,False,54442,58251,Unchanged,51,True,7,0.96,3809,6.996436574703354,Senior,High,False
151,E0152,50,Male,Bachelor,Retail,Cashier,26,Low,Medium,False,48449,48163,Modified,52,False,4,22.84,-286,-0.5903114615368737,Senior,Medium,False
152,E0153,49,Female,Master,Retail,Sales associate,27,Medium,High,True,56737,59522,Unchanged,38,True,3,25.92,2785,4.908613426864304,Senior,High,False
153,E0154,29,Other,Bachelor,It,Data analyst,3,High,Low,True,42342,57909,Unchanged,44,False,5,2.4,15567,36.76491426951963,Mid,Low,False
154,E0155,55,Male,Bachelor,Marketing,Seo specialist,30,High,Medium,False,111974,100070,Modified,42,True,3,22.96,-11904,-10.63103934842017,Senior,Medium,False
155,E0156,24,Female,High school,Retail,Sales associate,0,High,Low,False,93230,75686,Unchanged,49,True,7,-13.75,-17544,-18.81797704601523,Junior,Low,False
156,E0157,24,Other,High school,Marketing,Content creator,0,Low,Medium,True,54160,55974,Modified,37,True,8,23.25,1814,3.349335302806499,Junior,Medium,False
157,E0158,53,Male,High school,It,Devops engineer,29,Medium,High,False,42175,42982,Unchanged,48,False,9,20.09,807,1.913455838767042,Senior,High,False
158,E0159,39,Male,Bachelor,Healthcare,Technician,16,High,Medium,False,46032,42567,Modified,53,True,6,-18.41,-3465,-7.5273722627737225,Senior,Medium,False
159,E0160,50,Male,Master,Healthcare,Nurse,25,High,Low,False,38705,52111,Unchanged,45,True,4,17.49,13406,34.636351892520345,Senior,Low,False
160,E0161,23,Other,Master,Finance,Accountant,0,High,Medium,True,106918,102730,Modified,40,True,8,17.45,-4188,-3.91702052039881,Junior,Medium,False
161,E0162,30,Other,High school,It,Devops engineer,7,Medium,Medium,True,92516,91437,Modified,46,True,3,36.91,-1079,-1.166284750745817,Senior,Medium,False
162,E0163,31,Female,High school,It,Devops engineer,7,High,Low,True,116143,105604,Unchanged,51,False,8,9.09,-10539,-9.07415858037075,Senior,Low,False
163,E0164,30,Male,High school,Education,Administrator,7,High,Low,True,90774,84493,Unchanged,48,True,6,18.7,-6281,-6.919382201952101,Senior,Low,False
164,E0165,47,Female,Master,Finance,Auditor,24,Low,Medium,False,106908,112647,Modified,40,True,4,20.99,5739,5.368167022112471,Senior,Medium,False
165,E0166,42,Other,Phd,It,Data analyst,19,High,Medium,True,68243,74989,Modified,39,False,3,-15.97,6746,9.885262957372918,Senior,Medium,False
166,E0167,59,Other,High school,Retail,Sales associate,36,High,Medium,True,108411,100155,Modified,40,True,5,-19.34,-8256,-7.615463375487727,Senior,Medium,False
167,E0168,55,Female,Bachelor,It,Software engineer,30,Medium,Medium,True,76828,84473,Modified,47,False,3,-9.48,7645,9.950799187796116,Senior,Medium,False
168,E0169,47,Other,Bachelor,Manufacturing,Quality inspector,21,Medium,High,True,119563,135258,Unchanged,36,True,6,5.32,15695,13.12697071836605,Senior,High,False
169,E0170,22,Male,Phd,Education,Teacher,0,Low,Medium,True,51172,53243,Modified,45,True,5,-5.28,2071,4.04713515203627,Junior,Medium,False
170,E0171,57,Other,Phd,Retail,Cashier,35,High,High,False,54762,53572,Modified,36,False,9,13.98,-1190,-2.173039699061393,Senior,High,False
171,E0172,45,Other,Phd,Healthcare,Nurse,19,Low,Low,True,119399,117278,Unchanged,54,False,5,-18.13,-2121,-1.7763967872427744,Senior,Low,False
172,E0173,56,Other,Phd,Education,Professor,31,Medium,High,True,45850,52907,Unchanged,45,True,4,37.31,7057,15.391494002181025,Senior,High,False
173,E0174,30,Male,Phd,Education,Professor,7,Low,High,False,31524,31576,Unchanged,35,True,3,1.09,52,0.16495368608044664,Senior,High,False
174,E0175,46,Male,Master,It,Data analyst,22,Low,Low,False,75186,72303,Unchanged,53,False,8,-19.86,-2883,-3.8344904636501473,Senior,Low,False
175,E0176,59,Male,Master,Retail,Cashier,36,High,Low,False,53051,53930,Unchanged,51,False,7,-14.51,879,1.6568961942281955,Senior,Low,False
